NumeroProveedor,Platillo,Description,tokens,CategoryId,SubcategoryId
196,Risotto,,['risotto'],3,19
196,Pay de Dátil,,"['pay', 'dátil']",3,19
196,Pastel de Temporada,,"['pastel', 'temporada']",3,19
90,Agua Natural,,"['agua', 'natural']",11,36
90,Agua Mineral,,"['agua', 'mineral']",11,36
235,Monto ,,['monto'],22,59
235,Monto ,,['monto'],22,59
235,Monto ,,['monto'],22,59
235,Monto ,,['monto'],22,59
235,Monto ,,['monto'],22,59
235,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
236,Monto ,,['monto'],22,59
237,Monto ,,['monto'],2,5
237,Monto ,,['monto'],2,5
237,Monto ,,['monto'],2,5
237,Monto ,,['monto'],2,5
237,Monto ,,['monto'],2,5
237,Monto ,,['monto'],2,5
231,Monto ,,['monto'],3,7
231,Monto ,,['monto'],3,7
231,Monto ,,['monto'],3,7
231,Monto ,,['monto'],3,7
231,Monto ,,['monto'],3,7
231,Monto ,,['monto'],3,7
209,Pollo Chipotle,"Cremosita con chipotle, pollo y tocino.","['pollo', 'chipotle', 'cremosita', 'chipotle', 'pollo', 'tocino']",22,64
209,Brownie con Nieve,,"['brownie', 'nieve']",22,64
238,Entrada preferencial fase 1,Este es el cover de tu evento,"['entrada', 'preferencial', 'fase', 'cover', 'evento']",14,20
238,Cover 1,,['cover'],14,20
234,Frijoles con Puerco (Taco),,"['frijoles', 'puerco', 'taco']",4,1
234,Frijoles con Puerco (Gordita),,"['frijoles', 'puerco', 'gordita']",4,1
234,Frijoles con Puerco (Bowl),,"['frijoles', 'puerco', 'bowl']",4,1
234,Papa con Chorizo (Taco),,"['papa', 'chorizo', 'taco']",4,1
234,Papa con Chorizo (Gordita),,"['papa', 'chorizo', 'gordita']",4,1
234,Papa con Chorizo (Bowl),,"['papa', 'chorizo', 'bowl']",4,1
234,Fideo Seco con Frijoles (Taco),,"['fideo', 'seco', 'frijoles', 'taco']",4,1
234,Fideo Seco con Frijoles (Gordita),,"['fideo', 'seco', 'frijoles', 'gordita']",4,1
234,Nopalitos al Chipotle (Taco),,"['nopalitos', 'chipotle', 'taco']",4,1
234,Nopalitos al Chipotle (Gordita),,"['nopalitos', 'chipotle', 'gordita']",4,1
234,Nopalitos al Chipotle (Bowl),,"['nopalitos', 'chipotle', 'bowl']",4,1
234,Pollo a la Suiza (Taco),,"['pollo', 'suiza', 'taco']",4,1
234,Pollo a la Suiza (Gordita),,"['pollo', 'suiza', 'gordita']",4,1
234,Pollo a la Suiza (Bowl),,"['pollo', 'suiza', 'bowl']",4,1
234,Pollo Fajita Gratinado (Taco),,"['pollo', 'fajita', 'gratinado', 'taco']",4,1
234,Pollo Fajita Gratinado (Gordita),,"['pollo', 'fajita', 'gratinado', 'gordita']",4,1
234,Pollo Fajita Gratinado (Bowl),,"['pollo', 'fajita', 'gratinado', 'bowl']",4,1
234,Pollo Reyna (Taco),,"['pollo', 'reyna', 'taco']",4,1
234,Pollo Reyna (Gordita),,"['pollo', 'reyna', 'gordita']",4,1
234,Pollo Reyna (Bowl),,"['pollo', 'reyna', 'bowl']",4,1
234,Atropellado Chicharrón (Taco),,"['atropellado', 'chicharrón', 'taco']",4,1
234,Atropellado Chicharrón (Gordita),,"['atropellado', 'chicharrón', 'gordita']",4,1
234,Puerco en Salsa Morita (Taco),,"['puerco', 'salsa', 'morita', 'taco']",4,1
234,Puerco en Salsa Morita (Gordita),,"['puerco', 'salsa', 'morita', 'gordita']",4,1
234,Puerco en Salsa Morita (Bowl),,"['puerco', 'salsa', 'morita', 'bowl']",4,1
234,Picadillo (Taco),,"['picadillo', 'taco']",4,1
234,Picadillo (Gordita),,"['picadillo', 'gordita']",4,1
234,Picadillo (Bowl),,"['picadillo', 'bowl']",4,1
234,Bistec al Chipotle (Taco),,"['bistec', 'chipotle', 'taco']",4,1
234,Bistec al Chipotle (Gordita),,"['bistec', 'chipotle', 'gordita']",4,1
234,Bistec al Chipotle (Bowl),,"['bistec', 'chipotle', 'bowl']",4,1
234,Champiñones (Taco),,"['champiñones', 'taco']",4,1
234,Champiñones (Gordita),,"['champiñones', 'gordita']",4,1
234,Champiñones (Bowl),,"['champiñones', 'bowl']",4,1
234,Rajas con Queso (Taco),,"['rajas', 'queso', 'taco']",4,1
234,Rajas con Queso (Gordita),,"['rajas', 'queso', 'gordita']",4,1
234,Rajas con Queso (Bowl),,"['rajas', 'queso', 'bowl']",4,1
234,Flor de Calabaza Queso (Taco),,"['flor', 'calabaza', 'queso', 'taco']",4,1
234,Flor de Calabaza Queso (Gordita),,"['flor', 'calabaza', 'queso', 'gordita']",4,1
234,Pollo al Chipotle (Taco),,"['pollo', 'chipotle', 'taco']",4,1
234,Pollo al Chipotle (Gordita),,"['pollo', 'chipotle', 'gordita']",4,1
234,Pollo al Chipotle (Bowl),,"['pollo', 'chipotle', 'bowl']",4,1
234,Pollo en Mole (Taco),,"['pollo', 'mole', 'taco']",4,1
234,Pollo en Mole (Gordita),,"['pollo', 'mole', 'gordita']",4,1
234,Pollo en Mole (Bowl),,"['pollo', 'mole', 'bowl']",4,1
234,Chicharrón Morita (Taco),,"['chicharrón', 'morita', 'taco']",4,1
234,Chicharrón Morita (Gordita),,"['chicharrón', 'morita', 'gordita']",4,1
234,Chicharrón Morita (Bowl),,"['chicharrón', 'morita', 'bowl']",4,1
234,Chicharrón en Salsa (Taco),,"['chicharrón', 'salsa', 'taco']",4,1
234,Chicharrón en Salsa (Gordita),,"['chicharrón', 'salsa', 'gordita']",4,1
234,Chicharrón en Salsa (Bowl),,"['chicharrón', 'salsa', 'bowl']",4,1
234,Chicharrón Crunchy (Taco),,"['chicharrón', 'crunchy', 'taco']",4,1
234,Chicharrón Crunchy (Gordita),,"['chicharrón', 'crunchy', 'gordita']",4,1
234,Chicharrón Crunchy (Bowl),,"['chicharrón', 'crunchy', 'bowl']",4,1
234,Barbacoa Brisket (Taco),,"['barbacoa', 'brisket', 'taco']",4,1
234,Barbacoa Brisket (Gordita),,"['barbacoa', 'brisket', 'gordita']",4,1
234,Barbacoa Brisket (Bowl),,"['barbacoa', 'brisket', 'bowl']",4,1
234,Deshebrada (Taco),,"['deshebrada', 'taco']",4,1
234,Deshebrada (Gordita),,"['deshebrada', 'gordita']",4,1
234,Deshebrada (Bowl),,"['deshebrada', 'bowl']",4,1
234,Discada con Chicharrón (Taco),,"['discada', 'chicharrón', 'taco']",4,1
234,Discada con Chicharrón (Gordita),,"['discada', 'chicharrón', 'gordita']",4,1
234,Discada con Chicharrón (Bowl),,"['discada', 'chicharrón', 'bowl']",4,1
234,Alambre Arrachera (Taco),,"['alambre', 'arrachera', 'taco']",4,1
234,Alambre Arrachera (Gordita),,"['alambre', 'arrachera', 'gordita']",4,1
234,Alambre Arrachera (Bowl),,"['alambre', 'arrachera', 'bowl']",4,1
234,Combo Godin,2 Tradicional + 1 Frijoles + Agua,"['combo', 'godin', 'tradicional', 'frijoles', 'agua']",4,1
234,Combo Premium,3 Premium + Gordita Dulce + Agua,"['combo', 'premium', 'premium', 'gordita', 'dulce', 'agua']",4,1
234,Combo Chilaquiles,Base + 2 proteínas + Agua fresca ,"['combo', 'chilaquiles', 'base', 'proteínas', 'agua', 'fresca']",4,1
148,Loaded Fries,"Orden de papas fritas con el delicioso sazón de la casa, 150 grms de carne smashed por encima, queso cheddar y aderezo TSO.  Todas nuestras burgers incluyen: - Papas fritas - Aderezo TSO - Pepinillos por separado","['loaded', 'fries', 'orden', 'papas', 'fritas', 'delicioso', 'sazón', 'casa', 'grms', 'carne', 'smashed', 'encima', 'queso', 'cheddar', 'aderezo', 'tso', 'todas', 'nuestras', 'burgers', 'incluyen', 'papas', 'fritas', 'aderezo', 'tso', 'pepinillos', 'separado']",2,52
239,Café Arabica,,"['café', 'arabica']",21,8
239,Café Miscela,,"['café', 'miscela']",21,8
239,Americano,,['americano'],21,8
239,Latte,,['latte'],21,8
239,Cappuccino,,['cappuccino'],21,8
239,Lechero,,['lechero'],21,8
239,Mocha,,['mocha'],21,8
239,Affogato,,['affogato'],21,8
239,Chai Latte,,"['chai', 'latte']",21,8
239,Chocolate,,['chocolate'],21,8
239,Matcha Latte,,"['matcha', 'latte']",21,8
239,Tizana,,['tizana'],21,8
239,Ristreto,,['ristreto'],21,8
239,Expresso,,['expresso'],21,8
239,Doppio,,['doppio'],21,8
239,Lungo,,['lungo'],21,8
239,Cortado,,['cortado'],21,8
239,Macchiato,,['macchiato'],21,8
239,E. Tonic,,['tonic'],21,8
239,Coldbrew,,['coldbrew'],21,8
239,Latte Frío,,"['latte', 'frío']",21,8
239,Horchalatte,,['horchalatte'],21,8
239,Limonata Expresso,,"['limonata', 'expresso']",21,8
239,Matcha Latte Frío,,"['matcha', 'latte', 'frío']",21,8
239,Chai Latte Frío,,"['chai', 'latte', 'frío']",21,8
239,Tizana Frío,,"['tizana', 'frío']",21,8
239,Café Helado Wilbertss,,"['café', 'helado', 'wilbertss']",21,8
239,Frappuccino,,['frappuccino'],21,8
239,Malteada,,['malteada'],21,8
239,Limonada,,['limonada'],21,8
240,American Sampler,"700 grs de alitas bañadas en la salsa de tu preferencia, bastones de apio, zanahoria, 100 gr de papas a la francesa, 6 pzs de cheese pops con salsa marinara, blue cheese y 4 aros de cebolla.","['american', 'sampler', 'grs', 'alitas', 'bañadas', 'salsa', 'preferencia', 'bastones', 'apio', 'zanahoria', 'papas', 'francesa', 'pzs', 'cheese', 'pops', 'salsa', 'marinara', 'blue', 'cheese', 'aros', 'cebolla']",10,2
240,Philly Cheesesteak,"Pan baguette parmesano con 180g de carne, combinación de queso chihuahua y cheddar con mix de pimientos y cebolla morada, acompañado de papas a la francesa.","['philly', 'cheesesteak', 'pan', 'baguette', 'parmesano', 'carne', 'combinación', 'queso', 'chihuahua', 'cheddar', 'mix', 'pimientos', 'cebolla', 'morada', 'acompañado', 'papas', 'francesa']",10,2
240,Spicy Wings,500 grs de alitas en salsa Spicy con aderezo blue cheese. Puedes elegir la opción de cambiar a la salsa de tu preferencia. *Puedes elegir la opción de cambiar a la salsa de tu preferencia*,"['spicy', 'wings', 'grs', 'alitas', 'salsa', 'spicy', 'aderezo', 'blue', 'cheese', 'puedes', 'elegir', 'opción', 'cambiar', 'salsa', 'preferencia', 'puedes', 'elegir', 'opción', 'cambiar', 'salsa', 'preferencia']",10,2
240,Aros de Cebolla,Aderezo serrano y limón.,"['aros', 'cebolla', 'aderezo', 'serrano', 'limón']",10,2
240,Jalapeño Poppers,"5 pzs jalapeños crujientes, rellenos de queso crema y aderezo/salsa de tu preferencia.","['jalapeño', 'popper\x92s', 'pzs', 'jalapeños', 'crujientes', 'rellenos', 'queso', 'crema', 'aderezosalsa', 'preferencia']",10,2
240,Cheese Pops,6 pzs bolitas de queso con salsa marinara.,"['cheese', 'pops', 'pzs', 'bolitas', 'queso', 'salsa', 'marinara']",10,2
240,Papas Fritas,300g.,"['papas', 'fritas']",10,2
240,Costillas de elote,8 pzs,"['costillas', 'elote', 'pzs']",10,2
240,Papas Buffalo,300g de papas fritas con salsa buffalo y aderezo ranch con cebollín.,"['papas', 'buffalo', 'papas', 'fritas', 'salsa', 'buffalo', 'aderezo', 'ranch', 'cebollín']",10,2
240,Papas Chili Hams,300g de papas fritas con chili casero y queso amarillo derretido.,"['papas', 'chili', 'ham\x92s', 'papas', 'fritas', 'chili', 'casero', 'queso', 'amarillo', 'derretido']",10,2
240,Houston Nachos,"Fritura de maíz en salsa de queso cheddar, chili casero, pechuga de pollo, guacamole, tomate, cilantro, cebolla morada, ajonjolí negro, aderezo ajo cebolla, aderezo serrano, y chiles en vinagre.","['houston', 'nachos', 'fritura', 'maíz', 'salsa', 'queso', 'cheddar', 'chili', 'casero', 'pechuga', 'pollo', 'guacamole', 'tomate', 'cilantro', 'cebolla', 'morada', 'ajonjolí', 'negro', 'aderezo', 'ajo', 'cebolla', 'aderezo', 'serrano', 'chiles', 'vinagre']",10,2
240,Arma tu Ensalada,,"['arma', 'ensalada']",10,2
240,Buffalo Crisper Salad,"Lechuga italiana en trozos, 150g de pechuga de pollo empanizada con salsa buffalo, tomate, aguacate, queso mozzarella, tiritas de tortilla, zanahoria, ajonjolí negro y aderezo blue cheese con cebollín.","['buffalo', 'crisper', 'salad', 'lechuga', 'italiana', 'trozos', 'pechuga', 'pollo', 'empanizada', 'salsa', 'buffalo', 'tomate', 'aguacate', 'queso', 'mozzarella', 'tiritas', 'tortilla', 'zanahoria', 'ajonjolí', 'negro', 'aderezo', 'blue', 'cheese', 'cebollín']",10,2
240,Buffalo Chicken Tenders,,"['buffalo', 'chicken', 'tenders']",10,2
240,Bbq Chicken Tenders,,"['bbq', 'chicken', 'tenders']",10,2
240,Chicken Tenders Naturales,4 tiras de pollo empanizadas con 150 g de papas fritas.,"['chicken', 'tenders', 'naturales', 'tiras', 'pollo', 'empanizadas', 'papas', 'fritas']",10,2
240,Boneless con papas,6 pzs,"['boneless', 'papas', 'pzs']",10,2
240,10 pzs Boneless + Papas,,"['pzs', 'boneless', 'papas']",10,2
240,Whiskey Jam Burger,"Carne, mermelada de tocino con whiskey, aro de cebolla empanizado con tempura de cerveza, aderezo serrano, trocitos de ruffles, que americano y suizo.","['whiskey', 'jam', 'burger', 'carne', 'mermelada', 'tocino', 'whiskey', 'aro', 'cebolla', 'empanizado', 'tempura', 'cerveza', 'aderezo', 'serrano', 'trocitos', 'ruffles', 'americano', 'suizo']",10,2
240,Cheese Burger,"Carne, queso amarillo y lechuga.","['cheese', 'burger', 'carne', 'queso', 'amarillo', 'lechuga']",10,2
240,Bbq Burger,"Carne, tiras de tocino, cebolla empanizada bañada en bbq, queso americano y suizo.","['bbq', 'burger', 'carne', 'tiras', 'tocino', 'cebolla', 'empanizada', 'bañada', 'bbq', 'queso', 'americano', 'suizo']",10,2
240,Mushroom Burger,"Carne, champiñones con pimientos, tocino, cebolla, queso suizo y aderezo chipotle.","['mushroom', 'burger', 'carne', 'champiñones', 'pimientos', 'tocino', 'cebolla', 'queso', 'suizo', 'aderezo', 'chipotle']",10,2
240,Original Burger,"Carne, aderezo jack, lechuga italiana, cebolla, tomate, queso americano y suizo.","['original', 'burger', 'carne', 'aderezo', 'jack', 'lechuga', 'italiana', 'cebolla', 'tomate', 'queso', 'americano', 'suizo']",10,2
240,John Burger,"Carne, queso amarillo, cebolla blanca, lechuga, pepinillo y tomate.","['john', 'burger', 'carne', 'queso', 'amarillo', 'cebolla', 'blanca', 'lechuga', 'pepinillo', 'tomate']",10,2
240,Special Chicken Burger,"Ensalada de col morada, queso cheddar, pechuga de pollo empanizada, aderezo ajo-cebolla y pepinillos.","['special', 'chicken', 'burger', 'ensalada', 'col', 'morada', 'queso', 'cheddar', 'pechuga', 'pollo', 'empanizada', 'aderezo', 'ajocebolla', 'pepinillos']",10,2
240,Fried Chicken Burger,"Pechuga empanizada ó a la plancha, queso amarillo, tomate y cebolla asada, tocino, lechuga, aguacate, aderezo ajo- cebolla y aderezo chipotle.","['fried', 'chicken', 'burger', 'pechuga', 'empanizada', 'plancha', 'queso', 'amarillo', 'tomate', 'cebolla', 'asada', 'tocino', 'lechuga', 'aguacate', 'aderezo', 'ajo', 'cebolla', 'aderezo', 'chipotle']",10,2
240,Buffalo Chicken Burger,"Pechuga empanizada ó a la plancha, lechuga, zanahoria, salsa buffalo, blue cheese, queso americano y suizo. ","['buffalo', 'chicken', 'burger', 'pechuga', 'empanizada', 'plancha', 'lechuga', 'zanahoria', 'salsa', 'buffalo', 'blue', 'cheese', 'queso', 'americano', 'suizo']",10,2
240,Pizza Pepperoni,Pepperoni,"['pizza', 'pepperoni', 'pepperoni']",10,2
240,Pizza Hawaiana,,"['pizza', 'hawaiana']",10,2
240,Buffalo Boneless Pizza,"Salsa pomodoro, boneless bañados en la salsa buffalo, aderezo ranch y queso parmesano.","['buffalo', 'boneless', 'pizza', 'salsa', 'pomodoro', 'boneless', 'bañados', 'salsa', 'buffalo', 'aderezo', 'ranch', 'queso', 'parmesano']",10,2
240,Supreme,"Pepperoni, salchicha italiana, pimiento verde, champiñones, cebolla morada y aceituna negra.","['supreme', 'pepperoni', 'salchicha', 'italiana', 'pimiento', 'verde', 'champiñones', 'cebolla', 'morada', 'aceituna', 'negra']",10,2
240,Kit Little Johnys,Kit para preparar tu pizza de pepperoni (incluye gorrito de chef),"['kit', 'little', 'johny\x92s', 'kit', 'preparar', 'pizza', 'pepperoni', 'incluye', 'gorrito', 'chef']",10,2
240,Limonada 1/2 Litro Refil,Limonada natural.,"['limonada', 'litro', 'refil', 'limonada', 'natural']",10,2
240,Limonada Sabor ,,"['limonada', 'sabor']",10,2
240,Limonada Sabor Litro,Mineral,"['limonada', 'sabor', 'litro', 'mineral']",10,2
240,Agua Natural,Botella 600ml,"['agua', 'natural', 'botella']",10,2
240,Refresco,355ml,['refresco'],10,2
240,Malteada de Nutella,,"['malteada', 'nutella']",10,2
240,Fruity Pebbles,,"['fruity', 'pebbles']",10,2
240,Mazapan,,['mazapan'],10,2
240,Gansito,,['gansito'],10,2
240,Malteada de Oreo,,"['malteada', 'oreo']",10,2
240,Malteada de Fresa,,"['malteada', 'fresa']",10,2
240,Malteada de Chocolate,,"['malteada', 'chocolate']",10,2
240,Malteada de Vainilla,,"['malteada', 'vainilla']",10,2
240,Volcán de Chocolate,Pastel de chocolate caliente relleno de salsa de chocolate líquido con helado de vainilla y cereza dulce.,"['volcán', 'chocolate', 'pastel', 'chocolate', 'caliente', 'relleno', 'salsa', 'chocolate', 'líquido', 'helado', 'vainilla', 'cereza', 'dulce']",10,2
240,Canasta con Nieve ,Bola de nieve sabor vainilla con chocolate líquido y cereza.,"['canasta', 'nieve', 'bola', 'nieve', 'sabor', 'vainilla', 'chocolate', 'líquido', 'cereza']",10,2
241,American Sampler,"700 grs de alitas bañadas en la salsa de tu preferencia, bastones de apio y zanahoria, 100 grs de papas a la francesa, 6 pzs de cheese pops con salsa marinara, blue cheese y 4 aros de cebolla.","['american', 'sampler', 'grs', 'alitas', 'bañadas', 'salsa', 'preferencia', 'bastones', 'apio', 'zanahoria', 'grs', 'papas', 'francesa', 'pzs', 'cheese', 'pops', 'salsa', 'marinara', 'blue', 'cheese', 'aros', 'cebolla']",10,2
241,Philly Cheesesteak,"Pan baguette parmesano con 180g de carne, combinación de queso chihuahua y cheddar con mix de pimientos y cebolla morada, acompañado de papas a la francesa.","['philly', 'cheesesteak', 'pan', 'baguette', 'parmesano', 'carne', 'combinación', 'queso', 'chihuahua', 'cheddar', 'mix', 'pimientos', 'cebolla', 'morada', 'acompañado', 'papas', 'francesa']",10,2
241,Spicy Wings,500 grs de alitas en salsa Spicy con aderezo blue cheese. *Puedes elegir la opción de cambiar a la salsa de tu preferencia*,"['spicy', 'wings', 'grs', 'alitas', 'salsa', 'spicy', 'aderezo', 'blue', 'cheese', 'puedes', 'elegir', 'opción', 'cambiar', 'salsa', 'preferencia']",10,2
241,Aros de Cebolla,Aderezo serrano y limón.,"['aros', 'cebolla', 'aderezo', 'serrano', 'limón']",10,2
241,Jalapeño Poppers,"5 pzs jalapeños crujientes, rellenos de queso crema y aderezo/salsa de tu preferencia.","['jalapeño', 'popper\x92s', 'pzs', 'jalapeños', 'crujientes', 'rellenos', 'queso', 'crema', 'aderezosalsa', 'preferencia']",10,2
242,American Sampler,"700 grs de alitas bañadas en la salsa de tu preferencia, bastones de apio, zanahoria, papas a la francesa, 6 pzs de cheese pops con salsa marinara, blue cheese y 4 aros de cebolla.","['american', 'sampler', 'grs', 'alitas', 'bañadas', 'salsa', 'preferencia', 'bastones', 'apio', 'zanahoria', 'papas', 'francesa', 'pzs', 'cheese', 'pops', 'salsa', 'marinara', 'blue', 'cheese', 'aros', 'cebolla']",2,52
242,Philly Cheesesteak,"Pan baguette parmesano con 180g de carne, combinación de queso chihuahua y cheddar con mix de pimientos y cebolla morada, acompañado de papas a la francesa.","['philly', 'cheesesteak', 'pan', 'baguette', 'parmesano', 'carne', 'combinación', 'queso', 'chihuahua', 'cheddar', 'mix', 'pimientos', 'cebolla', 'morada', 'acompañado', 'papas', 'francesa']",2,52
242,Spicy Wings,500 grs de alitas en salsa Spicy con aderezo blue cheese. *Puedes elegir la opción de cambiar a la salsa de tu preferencia*,"['spicy', 'wings', 'grs', 'alitas', 'salsa', 'spicy', 'aderezo', 'blue', 'cheese', 'puedes', 'elegir', 'opción', 'cambiar', 'salsa', 'preferencia']",2,52
242,Aros de Cebolla,Aderezo serrano y limón.,"['aros', 'cebolla', 'aderezo', 'serrano', 'limón']",2,52
242,Jalapeño Poppers,"5 pzs jalapeños crujientes, rellenos de queso crema y aderezo/salsa de tu preferencia.","['jalapeño', 'popper\x92s', 'pzs', 'jalapeños', 'crujientes', 'rellenos', 'queso', 'crema', 'aderezosalsa', 'preferencia']",2,52
241,Cheese Pops,6 pzs bolitas de queso con salsa marinara.,"['cheese', 'pops', 'pzs', 'bolitas', 'queso', 'salsa', 'marinara']",10,2
242,Cheese Pops,6 pzs bolitas de queso con salsa marinara.,"['cheese', 'pops', 'pzs', 'bolitas', 'queso', 'salsa', 'marinara']",2,52
241,Papas Fritas,300g.,"['papas', 'fritas']",10,2
242,Papas Fritas,300g.,"['papas', 'fritas']",2,52
241,Costillas de Elote,8 pzs,"['costillas', 'elote', 'pzs']",10,2
242,Costillas de Elote,8 pzs,"['costillas', 'elote', 'pzs']",2,52
241,Papas Buffalo,300g de papas fritas con salsa buffalo y aderezo ranch con cebollín.,"['papas', 'buffalo', 'papas', 'fritas', 'salsa', 'buffalo', 'aderezo', 'ranch', 'cebollín']",10,2
242,Papas Buffalo,300g de papas fritas con salsa buffalo y aderezo ranch con cebollín.,"['papas', 'buffalo', 'papas', 'fritas', 'salsa', 'buffalo', 'aderezo', 'ranch', 'cebollín']",2,52
241,Papas Chili Hams,300g de papas fritas con chili casero y queso amarillo derretido.,"['papas', 'chili', 'ham\x92s', 'papas', 'fritas', 'chili', 'casero', 'queso', 'amarillo', 'derretido']",10,2
242,Papas Chili Hams,300g de papas fritas con chili casero y queso amarillo derretido.,"['papas', 'chili', 'ham\x92s', 'papas', 'fritas', 'chili', 'casero', 'queso', 'amarillo', 'derretido']",2,52
241,Houston Nachos,"Fritura de maíz en salsa de queso cheddar, chili casero, pechuga de pollo, guacamole, tomate, cilantro, cebolla morada, ajonjolí negro, aderezo ajo cebolla, aderezo serrano, y chiles en vinagre.","['houston', 'nachos', 'fritura', 'maíz', 'salsa', 'queso', 'cheddar', 'chili', 'casero', 'pechuga', 'pollo', 'guacamole', 'tomate', 'cilantro', 'cebolla', 'morada', 'ajonjolí', 'negro', 'aderezo', 'ajo', 'cebolla', 'aderezo', 'serrano', 'chiles', 'vinagre']",10,2
242,Houston Nachos,"Fritura de maíz en salsa de queso cheddar, chili casero, pechuga de pollo, guacamole, tomate, cilantro, cebolla morada, ajonjolí negro, aderezo ajo cebolla, aderezo serrano, y chiles en vinagre.","['houston', 'nachos', 'fritura', 'maíz', 'salsa', 'queso', 'cheddar', 'chili', 'casero', 'pechuga', 'pollo', 'guacamole', 'tomate', 'cilantro', 'cebolla', 'morada', 'ajonjolí', 'negro', 'aderezo', 'ajo', 'cebolla', 'aderezo', 'serrano', 'chiles', 'vinagre']",2,52
241,Arma tu Ensalada,,"['arma', 'ensalada']",10,2
242,Arma tu Ensalada,,"['arma', 'ensalada']",2,52
241,Buffalo crisper salad,"Lechuga italiana en trozos, con 150g de pechuga de pollo empanizada con salsa buffalo, tomate, aguacate, queso mozzarella, tiritas de tortilla, zanahoria, ajonjolí negro y aderezo blue cheese con cebollín.","['buffalo', 'crisper', 'salad', 'lechuga', 'italiana', 'trozos', 'pechuga', 'pollo', 'empanizada', 'salsa', 'buffalo', 'tomate', 'aguacate', 'queso', 'mozzarella', 'tiritas', 'tortilla', 'zanahoria', 'ajonjolí', 'negro', 'aderezo', 'blue', 'cheese', 'cebollín']",10,2
242,Buffalo Crisper Salad,"Lechuga italiana en trozos, con 150g de pechuga de pollo empanizada con salsa buffalo, tomate, aguacate, queso mozzarella, tiritas de tortilla, zanahoria, ajonjolí negro y aderezo blue cheese con cebollín.","['buffalo', 'crisper', 'salad', 'lechuga', 'italiana', 'trozos', 'pechuga', 'pollo', 'empanizada', 'salsa', 'buffalo', 'tomate', 'aguacate', 'queso', 'mozzarella', 'tiritas', 'tortilla', 'zanahoria', 'ajonjolí', 'negro', 'aderezo', 'blue', 'cheese', 'cebollín']",2,52
242,Chicken Tenders c/salsa,,"['chicken', 'tenders', 'csalsa']",2,52
241,Buffalo Chicken Tenders,,"['buffalo', 'chicken', 'tenders']",10,2
241,Bbq Chicken Tenders,,"['bbq', 'chicken', 'tenders']",10,2
242,Bbq Chicken Tenders,,"['bbq', 'chicken', 'tenders']",2,52
241,Chicken tenders naturales,4 tiras de pollo empanizadas con 150 gr de papas fritas.,"['chicken', 'tenders', 'naturales', 'tiras', 'pollo', 'empanizadas', 'papas', 'fritas']",10,2
242,Chicken Tenders naturales,4 tiras de pollo empanizadas con 150 g de papas fritas.,"['chicken', 'tenders', 'naturales', 'tiras', 'pollo', 'empanizadas', 'papas', 'fritas']",2,52
242,Boneless + papas (6 pzs),,"['boneless', 'papas', 'pzs']",2,52
241,Boneless con papas (6 pzs),,"['boneless', 'papas', 'pzs']",10,2
241,10 pzs Boneless + papas ,,"['pzs', 'boneless', 'papas']",10,2
242,10 pzs Boneless + papas ,,"['pzs', 'boneless', 'papas']",2,52
241,Whiskey Jam Burger ,"Carne, queso americanoy suizo, mermelada de tocino con whiskey, aro de cebolla con tempura de cerveza, aderezo serrano y trocitos de ruffles.  *Todas nuestras burgers incluyen papas*","['whiskey', 'jam', 'burger', 'carne', 'queso', 'americanoy', 'suizo', 'mermelada', 'tocino', 'whiskey', 'aro', 'cebolla', 'tempura', 'cerveza', 'aderezo', 'serrano', 'trocitos', 'ruffles', 'todas', 'nuestras', 'burgers', 'incluyen', 'papas']",10,2
242,Whiskey Jam Burger ,"Carne, queso amarillo, mermelada de tocino con whiskey, aros de cebolla con tempura de cerveza, aderezo serrano y trocitos de ruffles.  *Todas nuestras burgers incluyen papas*","['whiskey', 'jam', 'burger', 'carne', 'queso', 'amarillo', 'mermelada', 'tocino', 'whiskey', 'aros', 'cebolla', 'tempura', 'cerveza', 'aderezo', 'serrano', 'trocitos', 'ruffles', 'todas', 'nuestras', 'burgers', 'incluyen', 'papas']",2,52
242,Cheese Burger,"Carne, queso amarillo y lechuga.","['cheese', 'burger', 'carne', 'queso', 'amarillo', 'lechuga']",2,52
241,Cheese Burger,"Carne, queso amarillo y lechuga.","['cheese', 'burger', 'carne', 'queso', 'amarillo', 'lechuga']",10,2
241,Bbq Burger,"Carne, tiras de tocino, queso amarillo y suizo, cebolla empanizada bañada en bbq.","['bbq', 'burger', 'carne', 'tiras', 'tocino', 'queso', 'amarillo', 'suizo', 'cebolla', 'empanizada', 'bañada', 'bbq']",10,2
242,Bbq Burger,"Carne, tiras de tocino, queso amarillo y cebolla empanizada en bbq.","['bbq', 'burger', 'carne', 'tiras', 'tocino', 'queso', 'amarillo', 'cebolla', 'empanizada', 'bbq']",2,52
241,Mushroom Burger,"Carne, champiñones con pimientos, tocino, cebolla, queso suizo y aderezo chipotle.","['mushroom', 'burger', 'carne', 'champiñones', 'pimientos', 'tocino', 'cebolla', 'queso', 'suizo', 'aderezo', 'chipotle']",10,2
